product_name,product_price,product_url
"Il FiveThreeGong 棒式 EM 洗衣皂 嬰兒衣服預洗, 1個, 60g",$233,https://www.tw.coupang.com/products/Il-FiveThreeGong-%E6%A3%92%E5%BC%8F-EM-%E6%B4%97%E8%A1%A3%E7%9A%82-%E5%AC%B0%E5%85%92%E8%A1%A3%E6%9C%8D%E9%A0%90%E6%B4%97-21007340136184?itemId=21018863794540&vendorItemId=21085992717488&sourceType=search&rank=&searchId=6435354937bb454a807e5afb4cef7743&q=%E6%94%9C%E5%B8%B6%E7%9A%82
"便攜式肥皂, 15g, 1支",$117,https://www.tw.coupang.com/products/%E4%BE%BF%E6%94%9C%E5%BC%8F%E8%82%A5%E7%9A%82-21002093432663?itemId=21003556159298&vendorItemId=21071542038299&sourceType=search&rank=1&searchId=6435354937bb454a807e5afb4cef7743&q=%E6%94%9C%E5%B8%B6%E7%9A%82
"UGLY SOAP 便攜式迷你香皂塊, 91g, 30入",$290,https://www.tw.coupang.com/products/UGLY-SOAP-%E4%BE%BF%E6%94%9C%E5%BC%8F%E8%BF%B7%E4%BD%A0%E9%A6%99%E7%9A%82%E5%A1%8A-21002040207330?itemId=21003468619956&vendorItemId=21071454972614&sourceType=search&rank=2&searchId=6435354937bb454a807e5afb4cef7743&q=%E6%94%9C%E5%B8%B6%E7%9A%82
"Il FiveThreeGong 棒式 EM 洗衣皂 嬰兒衣服預洗, 2個, 60g",$450,https://www.tw.coupang.com/products/Il-FiveThreeGong-%E6%A3%92%E5%BC%8F-EM-%E6%B4%97%E8%A1%A3%E7%9A%82-%E5%AC%B0%E5%85%92%E8%A1%A3%E6%9C%8D%E9%A0%90%E6%B4%97-21007340136184?itemId=21018940323229&vendorItemId=21086066817058&sourceType=search&rank=3&searchId=6435354937bb454a807e5afb4cef7743&q=%E6%94%9C%E5%B8%B6%E7%9A%82
"攜帶型圓形肥皂盒, 白色的, 2件",$119,https://www.tw.coupang.com/products/%E6%94%9C%E5%B8%B6%E5%9E%8B%E5%9C%93%E5%BD%A2%E8%82%A5%E7%9A%82%E7%9B%92-21000018616498?itemId=21000074779492&vendorItemId=21003124076464&sourceType=search&rank=4&searchId=6435354937bb454a807e5afb4cef7743&q=%E6%94%9C%E5%B8%B6%E7%9A%82
"KOREA GINSENG 紅蔘加強保健濃縮液隨身包 30條入禮盒組+禮盒提袋, 300ml, 1組",$962,https://www.tw.coupang.com/products/KOREA-GINSENG-%E7%B4%85%E8%94%98%E5%8A%A0%E5%BC%B7%E4%BF%9D%E5%81%A5%E6%BF%83%E7%B8%AE%E6%B6%B2%E9%9A%A8%E8%BA%AB%E5%8C%85-30%E6%A2%9D%E5%85%A5%E7%A6%AE%E7%9B%92%E7%B5%84%2B%E7%A6%AE%E7%9B%92%E6%8F%90%E8%A2%8B-21006994523554?itemId=21017129775343&vendorItemId=21084302925341&sourceType=search&rank=5&searchId=6435354937bb454a807e5afb4cef7743&q=%E6%94%9C%E5%B8%B6%E7%9A%82
"Minunature 便攜式肥皂, 15g, 3個",$326,https://www.tw.coupang.com/products/Minunature-%E4%BE%BF%E6%94%9C%E5%BC%8F%E8%82%A5%E7%9A%82-21002093432663?itemId=21019646976687&vendorItemId=21086753048869&sourceType=search&rank=6&searchId=6435354937bb454a807e5afb4cef7743&q=%E6%94%9C%E5%B8%B6%E7%9A%82
"Il FiveThreeGong 棒式 EM 洗衣皂 嬰兒衣服預洗, 5個, 60g","$1,083",https://www.tw.coupang.com/products/Il-FiveThreeGong-%E6%A3%92%E5%BC%8F-EM-%E6%B4%97%E8%A1%A3%E7%9A%82-%E5%AC%B0%E5%85%92%E8%A1%A3%E6%9C%8D%E9%A0%90%E6%B4%97-21007340136184?itemId=21018863794537&vendorItemId=21085992717469&sourceType=search&rank=7&searchId=6435354937bb454a807e5afb4cef7743&q=%E6%94%9C%E5%B8%B6%E7%9A%82
"MagLife 浴室排水皂底座盒, 粉色, 2個",$252,https://www.tw.coupang.com/products/MagLife-%E6%B5%B4%E5%AE%A4%E6%8E%92%E6%B0%B4%E7%9A%82%E5%BA%95%E5%BA%A7%E7%9B%92-21008096282470?itemId=21022890703316&vendorItemId=21089925274218&sourceType=search&rank=8&searchId=6435354937bb454a807e5afb4cef7743&q=%E6%94%9C%E5%B8%B6%E7%9A%82
"Il FiveThreeGong 棒式 EM 洗衣皂 嬰兒衣服預洗, 4個, 60g",$873,https://www.tw.coupang.com/products/Il-FiveThreeGong-%E6%A3%92%E5%BC%8F-EM-%E6%B4%97%E8%A1%A3%E7%9A%82-%E5%AC%B0%E5%85%92%E8%A1%A3%E6%9C%8D%E9%A0%90%E6%B4%97-21007340136184?itemId=21018940323275&vendorItemId=21086066817099&sourceType=search&rank=9&searchId=6435354937bb454a807e5afb4cef7743&q=%E6%94%9C%E5%B8%B6%E7%9A%82
