product_name,product_price,product_url
"XTRA SNAP-X6自拍棒, 單品, 1個",$245,https://www.tw.coupang.com/products/XTRA-SNAP-X6%E8%87%AA%E6%8B%8D%E6%A3%92-21004618835618?itemId=21005720921301&vendorItemId=21073019661669&sourceType=search&rank=&searchId=f250b9210863498d835f545a264a7db9&q=%E8%87%AA%E6%8B%8D%E4%BC%B8%E7%B8%AE%E6%A3%92
"Yunteng 雲騰 便攜自拍棒, YT-188",$189,https://www.tw.coupang.com/products/Yunteng-%E9%9B%B2%E9%A8%B0-%E4%BE%BF%E6%94%9C%E8%87%AA%E6%8B%8D%E6%A3%92-21004847530270?itemId=21006271519154&vendorItemId=21073567141773&sourceType=search&rank=1&searchId=f250b9210863498d835f545a264a7db9&q=%E8%87%AA%E6%8B%8D%E4%BC%B8%E7%B8%AE%E6%A3%92
"自拍棒手機自拍棒8針紫色, 單品",$455,https://www.tw.coupang.com/products/%E8%87%AA%E6%8B%8D%E6%A3%92%E6%89%8B%E6%A9%9F%E8%87%AA%E6%8B%8D%E6%A3%928%E9%87%9D%E7%B4%AB%E8%89%B2-21007458399572?itemId=21019434544917&vendorItemId=21086545721464&sourceType=search&rank=2&searchId=f250b9210863498d835f545a264a7db9&q=%E8%87%AA%E6%8B%8D%E4%BC%B8%E7%B8%AE%E6%A3%92
"SUNNYLIFE 多功能5段腳架自拍棒, AC-T11, 1個",$355,https://www.tw.coupang.com/products/SUNNYLIFE-%E5%A4%9A%E5%8A%9F%E8%83%BD5%E6%AE%B5%E8%85%B3%E6%9E%B6%E8%87%AA%E6%8B%8D%E6%A3%92-21004848446546?itemId=21006273839192&vendorItemId=21073569451676&sourceType=search&rank=3&searchId=f250b9210863498d835f545a264a7db9&q=%E8%87%AA%E6%8B%8D%E4%BC%B8%E7%B8%AE%E6%A3%92
"Cypress Art 高級 Cypress 拉伸棒, 單色",$270,https://www.tw.coupang.com/products/Cypress-Art-%E9%AB%98%E7%B4%9A-Cypress-%E6%8B%89%E4%BC%B8%E6%A3%92-21007358062867?itemId=21018950751026&vendorItemId=21086077011811&sourceType=search&rank=4&searchId=f250b9210863498d835f545a264a7db9&q=%E8%87%AA%E6%8B%8D%E4%BC%B8%E7%B8%AE%E6%A3%92
"GoPro適用自拍棒+三腳架組裝零件, 1套, 藍色",$284,https://www.tw.coupang.com/products/GoPro%E9%81%A9%E7%94%A8%E8%87%AA%E6%8B%8D%E6%A3%92%2B%E4%B8%89%E8%85%B3%E6%9E%B6%E7%B5%84%E8%A3%9D%E9%9B%B6%E4%BB%B6-21006568058122?itemId=21014732883142&vendorItemId=21081973445791&sourceType=search&rank=5&searchId=f250b9210863498d835f545a264a7db9&q=%E8%87%AA%E6%8B%8D%E4%BC%B8%E7%B8%AE%E6%A3%92
"自拍棒 手機自拍棒 8針 粉紅色, 單品",$457,https://www.tw.coupang.com/products/%E8%87%AA%E6%8B%8D%E6%A3%92-%E6%89%8B%E6%A9%9F%E8%87%AA%E6%8B%8D%E6%A3%92-8%E9%87%9D-%E7%B2%89%E7%B4%85%E8%89%B2-21007458399595?itemId=21019434545209&vendorItemId=21086545721875&sourceType=search&rank=6&searchId=f250b9210863498d835f545a264a7db9&q=%E8%87%AA%E6%8B%8D%E4%BC%B8%E7%B8%AE%E6%A3%92
"GoPro3重功能自拍棒, 單品, 1個",$429,https://www.tw.coupang.com/products/GoPro3%E9%87%8D%E5%8A%9F%E8%83%BD%E8%87%AA%E6%8B%8D%E6%A3%92-21001083352882?itemId=21002036701239&vendorItemId=21070036113672&sourceType=search&rank=7&searchId=f250b9210863498d835f545a264a7db9&q=%E8%87%AA%E6%8B%8D%E4%BC%B8%E7%B8%AE%E6%A3%92
"Gopro19in自拍棒, 單品, 1個",$177,https://www.tw.coupang.com/products/Gopro19in%E8%87%AA%E6%8B%8D%E6%A3%92-21000229303316?itemId=21000727008928&vendorItemId=21004838829267&sourceType=search&rank=8&searchId=f250b9210863498d835f545a264a7db9&q=%E8%87%AA%E6%8B%8D%E4%BC%B8%E7%B8%AE%E6%A3%92
"NEXT 有線自拍棒, NEXT-BT15C",$107,https://www.tw.coupang.com/products/NEXT-%E6%9C%89%E7%B7%9A%E8%87%AA%E6%8B%8D%E6%A3%92-21001335841717?itemId=21002361638676&vendorItemId=21070357995436&sourceType=search&rank=9&searchId=f250b9210863498d835f545a264a7db9&q=%E8%87%AA%E6%8B%8D%E4%BC%B8%E7%B8%AE%E6%A3%92
