product_name,product_price,product_url
"福義軒 湘辣蘇打餅, 306g, 2袋",$124,https://www.tw.coupang.com/products/%E7%A6%8F%E7%BE%A9%E8%BB%92-%E6%B9%98%E8%BE%A3%E8%98%87%E6%89%93%E9%A4%85-164163674406915?itemId=281262480654338&vendorItemId=281262480654336&sourceType=search&rank=&searchId=370fe943425e4ef189b1d4fd7e368d96&q=%E8%98%87%E8%BB%BE%E7%B2%BD
"HIKARI FOODS 光食品 有機無油和風青紫蘇醬, 1瓶, 200ml",$114,https://www.tw.coupang.com/products/HIKARI-FOODS-%E5%85%89%E9%A3%9F%E5%93%81-%E6%9C%89%E6%A9%9F%E7%84%A1%E6%B2%B9%E5%92%8C%E9%A2%A8%E9%9D%92%E7%B4%AB%E8%98%87%E9%86%AC-419676651765761?itemId=419676651765762&vendorItemId=419676651732992&sourceType=search&rank=1&searchId=370fe943425e4ef189b1d4fd7e368d96&q=%E8%98%87%E8%BB%BE%E7%B2%BD
"水里鄉農會 台灣梅, 紫蘇, 500g, 1包",$121,https://www.tw.coupang.com/products/%E6%B0%B4%E9%87%8C%E9%84%89%E8%BE%B2%E6%9C%83-%E5%8F%B0%E7%81%A3%E6%A2%85-166783461834753?itemId=166783931629569&vendorItemId=166784376209408&sourceType=search&rank=2&searchId=370fe943425e4ef189b1d4fd7e368d96&q=%E8%98%87%E8%BB%BE%E7%B2%BD
"江記 麻油辣腐乳, 320g, 2罐",$81,https://www.tw.coupang.com/products/%E6%B1%9F%E8%A8%98-%E9%BA%BB%E6%B2%B9%E8%BE%A3%E8%85%90%E4%B9%B3-277598437359628?itemId=384238230650898&vendorItemId=384238230683671&sourceType=search&rank=3&searchId=370fe943425e4ef189b1d4fd7e368d96&q=%E8%98%87%E8%BB%BE%E7%B2%BD
"S&B 唐辛子辣油, 31g, 2瓶",$81,https://www.tw.coupang.com/products/S%26B-%E5%94%90%E8%BE%9B%E5%AD%90%E8%BE%A3%E6%B2%B9-161263304802306?itemId=392559847227397&vendorItemId=392559847211008&sourceType=search&rank=4&searchId=370fe943425e4ef189b1d4fd7e368d96&q=%E8%98%87%E8%BB%BE%E7%B2%BD
"元泰碩宴 經典湯底 麻辣香鍋, 220g, 1袋",$76,https://www.tw.coupang.com/products/%E5%85%83%E6%B3%B0%E7%A2%A9%E5%AE%B4-%E7%B6%93%E5%85%B8%E6%B9%AF%E5%BA%95-%E9%BA%BB%E8%BE%A3%E9%A6%99%E9%8D%8B-450063994142720?itemId=450063994126336&vendorItemId=450063989932034&sourceType=search&rank=5&searchId=370fe943425e4ef189b1d4fd7e368d96&q=%E8%98%87%E8%BB%BE%E7%B2%BD
"寧記 金鉤辣椒, 245g, 2罐",$120,https://www.tw.coupang.com/products/%E5%AF%A7%E8%A8%98-%E9%87%91%E9%89%A4%E8%BE%A3%E6%A4%92-156286226219014?itemId=316363037966338&vendorItemId=316360626225152&sourceType=search&rank=6&searchId=370fe943425e4ef189b1d4fd7e368d96&q=%E8%98%87%E8%BB%BE%E7%B2%BD
"軒閣食品 鮮盒子 干貝雞湯 Scallops Chicken Soup, 230g, 2罐",$105,https://www.tw.coupang.com/products/%E8%BB%92%E9%96%A3%E9%A3%9F%E5%93%81-%E9%AE%AE%E7%9B%92%E5%AD%90-%E5%B9%B2%E8%B2%9D%E9%9B%9E%E6%B9%AF-Scallops-Chicken-Soup-149367801495552?itemId=184877295026201&vendorItemId=184877865484343&sourceType=search&rank=7&searchId=370fe943425e4ef189b1d4fd7e368d96&q=%E8%98%87%E8%BB%BE%E7%B2%BD
"軒閣食品 鮮盒子鄉村羅宋湯, 230g, 2罐",$88,https://www.tw.coupang.com/products/%E8%BB%92%E9%96%A3%E9%A3%9F%E5%93%81-%E9%AE%AE%E7%9B%92%E5%AD%90%E9%84%89%E6%9D%91%E7%BE%85%E5%AE%8B%E6%B9%AF-205161708371972?itemId=187728410918929&vendorItemId=187728406724656&sourceType=search&rank=8&searchId=370fe943425e4ef189b1d4fd7e368d96&q=%E8%98%87%E8%BB%BE%E7%B2%BD
"軒閣食品 鮮盒子 香菇雞湯 Mushroom Chicken Soup, 230g, 2罐",$105,https://www.tw.coupang.com/products/%E8%BB%92%E9%96%A3%E9%A3%9F%E5%93%81-%E9%AE%AE%E7%9B%92%E5%AD%90-%E9%A6%99%E8%8F%87%E9%9B%9E%E6%B9%AF-Mushroom-Chicken-Soup-149368162189314?itemId=184535912267785&vendorItemId=184536440733699&sourceType=search&rank=9&searchId=370fe943425e4ef189b1d4fd7e368d96&q=%E8%98%87%E8%BB%BE%E7%B2%BD
